step,time,exo_action,exo_torque,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,ctrl
89,1.78,[0.],0.0,[1.0759],[-0.0404],[7.568  0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2579943307911643,-205.89016676762273,False,[0.9241],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.061  0.061  0.061 ],[0.0001 0.0002 0.0002 0.015  0.015  0.015 ],0.007591672346369077,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
90,1.8,[0.],0.0,[1.0749],[-0.05],[7.5615 0.2502 0.1583 0.1481 0.3257 0.2593 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.259147583287938,-208.14931435091066,False,[0.9251],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0604 0.0605 0.0605],[0.0001 0.0002 0.0002 0.0152 0.0151 0.0151],0.007675976170795913,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
91,1.82,[0.],0.0,[1.0739],[-0.0582],[7.5538 0.2502 0.1583 0.1481 0.3257 0.2594 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2600014441279974,-210.40931579503865,False,[0.9261],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0606 0.0607 0.0607],[0.0001 0.0002 0.0002 0.0154 0.0153 0.0153],0.007758193863003036,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
92,1.84,[0.],0.0,[1.0726],[-0.0651],[7.5451 0.2502 0.1583 0.1481 0.3257 0.2594 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2614823989921167,-212.67079819403077,False,[0.9274],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0601 0.0601 0.0601],[0.0001 0.0002 0.0002 0.0155 0.0155 0.0155],0.00784249737436942,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
93,1.86,[0.],0.0,[1.0712],[-0.0706],[7.5355 0.2502 0.1582 0.148  0.3258 0.2595 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.262608867197078,-214.93340706122785,False,[0.9288],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0603 0.0604 0.0604],[0.0001 0.0002 0.0002 0.0157 0.0156 0.0156],0.00792466813573546,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
94,1.8800000000000001,[0.],0.0,[1.0698],[-0.0746],[7.5252 0.2502 0.1582 0.148  0.3258 0.2595 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.264305737311735,-217.19771279853958,False,[0.9302],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0597 0.0598 0.0598],[0.0001 0.0002 0.0002 0.0159 0.0158 0.0158],0.008008971334130211,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
95,1.9000000000000001,[0.],0.0,[1.0683],[-0.0772],[7.5145 0.2501 0.1582 0.148  0.3259 0.2596 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.265590820210129,-219.4633036187497,False,[0.9317],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.06   0.06   0.06  ],[0.0001 0.0002 0.0002 0.016  0.016  0.016 ],0.00809109517797782,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
96,1.92,[0.],0.0,[1.0667],[-0.0784],[7.5035 0.2501 0.1582 0.148  0.3259 0.2596 0.1097],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.267389355726059,-221.73069297447577,False,[0.9333],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0594 0.0595 0.0595],[0.0001 0.0002 0.0002 0.0162 0.0161 0.0161],0.008175398063489733,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
97,1.94,[0.],0.0,[1.0651],[-0.0783],[7.4925 0.2501 0.1581 0.1479 0.326  0.2597 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.268720406557617,-223.99941338103338,False,[0.9349],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0596 0.0597 0.0597],[0.0001 0.0002 0.0002 0.0164 0.0163 0.0163],0.008257475003137775,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
98,1.96,[0.],0.0,[1.0636],[-0.0769],[7.4816 0.25   0.1581 0.1479 0.326  0.2597 0.1097],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.270511311412815,-226.26992469244618,False,[0.9364],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0591 0.0591 0.0591],[0.0001 0.0002 0.0002 0.0165 0.0165 0.0165],0.008341777575855615,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
99,1.98,[0.],0.0,[1.0621],[-0.0743],[7.471  0.25   0.1581 0.1479 0.3261 0.2598 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2717839965616564,-228.54170868900783,False,[0.9379],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0593 0.0594 0.0594],[0.0001 0.0002 0.0002 0.0167 0.0166 0.0166],0.008423807624619181,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
